Region,Crop_Type,Rainfall_mm,Temperature_C,Humidity_%,Soil_pH,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Area_hectare,Crop_Yield_ton_per_hectare
East,Cotton,680.59,27.83,31.74,5.28,276.65,1.97,2.22,26.83
North,Cotton,1065.21,22.53,43.6,5.58,287.7,1.26,11.81,25.16
West,Wheat,954.36,29.09,34.95,8.02,192.57,9.0,16.82,31.16
South,Sugarcane,1674.74,22.76,56.78,4.59,201.11,2.97,11.3,27.35
North,Maize,1773.74,33.96,46.43,5.82,107.59,7.64,13.3,31.53
East,Cotton,1611.84,36.71,60.7,8.03,144.28,4.82,2.06,35.16
North,Sugarcane,1743.26,33.66,64.94,8.26,232.53,5.92,13.85,40.02
South,Cotton,523.92,35.22,55.44,4.53,181.9,9.89,2.09,28.59
West,Maize,1738.98,26.19,74.72,8.44,254.53,2.27,17.3,31.71
West,Sugarcane,749.24,27.08,53.43,7.45,287.37,6.22,3.1,23.52
West,Rice,1618.75,16.53,58.85,6.2,151.58,2.35,9.13,25.6
South,Sugarcane,1175.29,31.7,33.14,6.59,290.73,1.55,13.62,30.94
North,Rice,794.75,20.06,56.86,5.28,108.76,2.85,10.56,21.45
East,Wheat,1658.0,30.85,39.5,6.36,134.95,7.62,10.54,28.13
East,Maize,440.41,21.84,87.08,6.56,52.2,2.88,6.25,13.56
North,Cotton,1984.23,26.3,51.9,5.07,158.81,3.11,18.32,23.86
West,Wheat,1222.27,39.1,31.57,4.89,298.49,2.07,4.23,35.48
East,Wheat,1077.89,37.84,65.9,6.54,58.47,5.82,4.5,26.7
West,Sugarcane,1299.32,16.4,50.67,5.36,268.26,1.31,8.38,20.96
Central,Sugarcane,1815.59,38.46,82.8,8.26,231.93,5.15,13.71,36.63
Central,Rice,853.6,31.17,78.96,5.19,235.22,9.92,7.53,30.53
East,Rice,802.13,30.6,85.16,6.48,218.4,1.32,18.24,27.18
North,Wheat,1568.25,17.62,65.94,7.62,227.62,8.05,12.38,25.81
North,Wheat,1093.68,36.29,80.72,7.8,287.57,4.76,5.26,32.68
North,Sugarcane,1194.5,29.62,81.08,7.97,177.12,8.68,13.86,25.86
West,Sugarcane,1179.9,15.58,39.17,6.34,221.69,7.42,17.65,14.96
Central,Cotton,1686.47,33.69,30.16,7.1,105.61,3.26,19.96,29.15
West,Maize,753.79,38.77,36.54,7.98,291.8,2.32,16.16,25.69
South,Cotton,897.16,32.41,51.25,7.02,235.85,7.07,18.45,29.04
South,Maize,1149.61,22.92,66.55,8.17,98.93,3.34,3.37,21.59
East,Wheat,574.29,33.34,73.1,8.36,161.81,6.73,9.29,24.73
South,Sugarcane,801.57,30.02,57.19,6.55,278.04,1.06,12.99,30.84
North,Cotton,1667.42,22.69,62.76,5.35,151.26,4.55,14.44,18.38
East,Maize,1252.87,25.03,63.12,6.59,234.17,8.62,16.4,24.26
Central,Rice,1383.61,25.02,48.46,8.29,98.73,3.69,3.85,25.32
Central,Maize,936.79,33.4,72.69,6.85,184.05,9.63,1.18,31.78
South,Maize,1361.3,20.95,38.31,4.74,83.32,1.08,18.22,22.85
South,Sugarcane,973.45,33.05,39.33,7.39,83.21,3.21,17.78,24.98
Central,Cotton,838.25,16.8,41.15,6.52,232.5,2.32,12.85,16.32
South,Wheat,970.72,29.55,33.3,7.05,251.23,1.0,17.13,27.18
South,Cotton,1881.37,19.23,62.31,5.72,180.98,3.53,17.95,28.66
West,Wheat,1329.3,35.01,40.33,7.55,125.82,1.14,13.89,25.93
Central,Rice,1095.4,21.2,49.8,6.29,129.46,9.24,2.09,19.29
Central,Sugarcane,1647.85,37.76,64.81,6.73,216.69,3.86,3.12,33.69
South,Maize,569.75,24.17,88.14,6.34,183.5,1.02,15.27,20.07
North,Cotton,1293.55,24.45,80.18,7.83,56.18,7.78,6.02,16.13
West,Cotton,880.45,35.87,74.42,4.77,163.85,5.14,0.91,24.72
North,Wheat,964.09,33.89,70.71,7.42,66.85,2.3,16.1,24.84
South,Cotton,1272.32,25.23,59.07,7.73,144.23,7.37,1.77,24.35
Central,Maize,1550.05,38.93,48.51,5.61,294.24,3.06,5.38,34.36
North,Wheat,1770.23,37.76,89.92,4.94,115.87,8.3,16.18,34.27
East,Maize,1996.68,23.48,72.25,6.64,212.6,6.88,18.4,23.97
North,Wheat,913.37,39.77,52.91,6.41,150.73,5.77,18.78,30.3
Central,Maize,927.01,18.47,81.4,6.28,209.01,7.64,17.49,16.54
South,Wheat,1986.16,35.66,67.04,7.33,292.84,4.34,6.4,33.31
North,Sugarcane,1072.08,27.31,77.95,5.91,192.95,1.06,18.87,19.36
South,Cotton,1274.42,25.37,80.12,7.76,119.89,8.51,9.1,25.36
West,Maize,1515.03,34.03,83.01,6.75,255.32,2.87,10.2,29.47
East,Rice,1697.27,30.62,57.13,7.57,153.96,4.07,9.59,30.28
Central,Sugarcane,1279.35,28.03,45.18,5.15,254.52,9.71,14.79,26.31
Central,Sugarcane,800.44,18.4,79.02,7.08,253.82,6.1,18.58,21.66
South,Maize,580.22,38.61,40.72,5.74,169.32,4.73,13.54,29.63
East,Maize,1640.13,25.6,70.24,6.84,285.82,5.74,18.66,28.5
Central,Rice,537.48,32.54,40.65,7.74,79.23,7.96,10.55,22.14
North,Maize,704.03,31.43,78.56,6.18,207.6,9.57,8.14,26.92
Central,Rice,730.19,22.33,88.02,7.37,256.11,6.69,2.11,24.31
North,Maize,455.86,20.9,89.94,4.52,58.1,7.84,9.06,16.23
Central,Rice,1760.32,36.21,69.59,7.73,82.57,2.62,19.93,28.1
North,Wheat,1697.97,17.8,45.87,5.21,109.93,4.81,5.46,15.97
West,Cotton,832.17,21.67,36.58,6.04,132.47,8.16,15.45,20.33
South,Cotton,1660.16,24.81,77.1,4.92,184.82,3.29,1.0,25.12
West,Maize,999.64,38.27,33.2,7.62,143.41,5.46,16.97,29.91
North,Maize,536.14,25.35,50.47,6.29,185.72,7.34,15.35,18.48
South,Cotton,1223.82,21.04,48.96,6.66,104.01,6.28,9.6,19.33
East,Cotton,831.5,26.48,69.66,5.1,206.08,8.24,3.74,24.58
North,Rice,563.43,22.42,69.41,8.28,138.66,5.69,3.66,13.38
Central,Rice,789.85,22.91,50.22,5.88,262.56,2.87,5.64,19.14
Central,Wheat,825.12,26.12,34.55,7.36,249.77,2.65,3.16,25.98
East,Wheat,1293.25,16.94,72.87,5.97,166.04,3.13,10.08,14.73
West,Rice,1373.18,18.13,52.79,6.96,290.33,6.92,13.89,24.1
North,Wheat,638.61,39.96,46.94,6.3,220.45,2.61,7.49,36.26
Central,Sugarcane,1647.63,36.55,51.28,8.36,126.8,9.17,10.98,31.08
South,Rice,1895.82,28.49,54.19,7.43,74.72,1.05,2.59,22.05
East,Wheat,768.72,16.45,69.66,7.23,212.84,4.74,18.97,15.65
West,Wheat,450.81,26.38,46.77,6.14,131.3,5.33,9.36,18.86
West,Maize,1734.9,27.92,31.5,6.74,71.23,9.18,13.56,26.65
South,Maize,1577.74,32.46,63.67,6.71,100.5,6.7,12.86,26.68
South,Maize,852.07,20.09,35.67,6.05,133.3,7.84,16.32,17.24
East,Cotton,1222.84,29.03,37.08,5.41,267.5,3.33,13.18,27.04
South,Cotton,1548.89,26.89,48.02,5.23,54.36,1.56,17.65,23.66
Central,Cotton,747.6,26.75,87.41,6.0,204.02,3.84,16.73,29.46
West,Rice,849.35,22.21,44.59,8.32,142.09,9.14,11.81,16.55
South,Maize,1449.85,26.14,58.91,7.49,103.73,4.6,7.04,17.21
North,Maize,1108.83,38.89,78.43,5.59,77.48,2.88,10.45,33.33
South,Rice,503.95,27.54,84.83,5.66,247.86,8.55,16.94,22.92
West,Cotton,1256.35,37.88,53.3,4.94,228.19,7.54,8.85,32.0
Central,Wheat,1784.36,32.17,48.8,4.91,105.95,6.9,12.51,30.53
South,Sugarcane,944.7,20.32,69.18,8.38,209.09,9.76,4.58,20.51
Central,Maize,902.16,27.18,83.13,5.98,289.5,1.88,16.65,24.73
North,Cotton,480.55,26.61,74.04,4.54,228.68,9.76,1.64,29.54
West,Wheat,631.97,17.68,89.07,5.7,144.67,5.82,8.61,16.78
East,Maize,551.7,36.44,88.82,5.3,221.4,4.25,13.0,27.77
West,Maize,1287.93,17.68,43.83,8.11,144.93,1.17,1.78,18.35
East,Sugarcane,1003.31,20.55,60.93,6.65,130.54,9.14,11.24,21.43
East,Cotton,1141.02,24.01,76.27,5.72,135.63,4.51,19.91,18.98
West,Rice,1613.81,36.99,66.27,6.38,124.59,9.21,17.47,28.05
East,Wheat,1997.42,32.83,33.95,5.71,209.05,7.77,15.57,33.29
Central,Wheat,1901.93,24.32,64.81,8.4,114.62,1.31,7.81,26.38
North,Cotton,660.87,38.62,61.98,8.38,120.33,9.93,13.44,22.38
South,Wheat,1483.86,33.93,36.82,8.05,131.64,5.58,5.31,34.6
East,Rice,1057.6,39.72,62.89,7.19,148.9,3.15,17.41,28.12
East,Wheat,516.87,23.43,43.43,7.97,65.49,9.92,6.98,16.73
West,Cotton,1293.45,33.9,57.18,6.4,156.37,4.58,4.77,33.8
Central,Rice,924.35,20.88,79.39,7.8,77.91,5.56,2.94,22.15
South,Sugarcane,1287.02,22.59,50.27,5.73,168.26,8.86,15.07,24.49
East,Cotton,1147.2,24.51,45.69,7.4,103.98,7.06,13.49,22.23
Central,Sugarcane,869.6,28.55,58.26,7.38,195.74,1.04,7.44,22.86
South,Wheat,1002.66,28.34,79.07,6.17,88.33,7.15,6.67,21.46
West,Rice,1712.9,23.8,70.91,7.57,281.79,3.82,11.01,20.11
East,Wheat,1808.17,38.25,77.75,7.92,116.44,1.77,1.41,35.92
West,Cotton,894.88,39.92,37.29,4.71,154.07,4.46,9.87,30.47
West,Sugarcane,1392.36,30.26,31.37,4.89,261.55,1.98,4.33,31.34
East,Sugarcane,1763.46,34.91,82.64,6.37,105.63,2.27,1.81,37.36
Central,Wheat,1664.93,35.77,70.37,5.3,267.67,4.83,1.16,33.96
Central,Cotton,927.24,18.0,73.09,7.05,97.03,4.09,15.9,11.23
West,Wheat,621.46,35.36,88.83,4.83,111.37,3.9,17.13,25.42
West,Maize,1394.16,19.22,83.0,7.97,112.09,4.9,9.22,13.36
North,Cotton,508.62,36.24,36.04,5.9,177.81,8.83,9.23,28.45
South,Cotton,1713.8,37.36,30.36,7.58,117.05,6.27,17.35,33.17
West,Rice,1140.2,32.24,38.27,8.44,131.33,2.11,6.0,22.43
West,Maize,1550.63,25.22,58.45,7.9,133.69,2.55,13.45,21.65
South,Sugarcane,683.98,36.81,52.2,8.12,79.89,3.71,1.11,25.81
East,Wheat,669.17,35.51,69.86,6.15,227.55,3.87,18.21,28.4
Central,Sugarcane,732.73,31.34,83.7,5.72,114.41,8.5,1.77,27.13
East,Cotton,1636.66,23.99,51.04,5.58,142.34,1.06,16.49,26.81
South,Wheat,839.92,29.91,42.61,5.92,180.8,3.26,11.71,25.82
South,Sugarcane,1912.92,25.66,61.6,7.73,239.46,6.43,2.69,30.7
North,Wheat,513.7,39.41,84.66,7.33,271.11,6.75,10.9,37.47
North,Sugarcane,1422.96,28.69,40.4,5.99,166.51,1.07,5.49,24.42
Central,Wheat,1675.5,23.38,43.42,8.21,81.48,7.82,15.98,19.48
West,Sugarcane,1280.03,39.11,66.46,5.25,240.67,4.69,4.7,31.61
South,Sugarcane,413.52,19.25,89.13,7.06,84.79,1.5,14.66,15.12
North,Wheat,1887.86,23.38,74.86,5.48,96.84,5.17,11.97,23.52
East,Rice,1395.45,36.08,49.49,7.12,141.77,3.54,12.48,28.57
North,Wheat,1945.93,34.34,81.71,6.7,134.53,2.56,14.78,31.11
East,Sugarcane,784.94,17.31,81.22,6.51,249.91,7.83,15.07,19.28
North,Maize,1087.45,23.32,58.04,7.09,286.88,8.62,17.76,26.51
East,Cotton,967.41,17.59,43.67,4.79,240.71,4.37,17.25,26.56
North,Rice,1635.86,20.16,46.21,6.16,276.15,4.15,1.86,24.74
North,Wheat,1179.72,24.5,70.53,6.58,220.24,3.25,6.51,30.51
Central,Cotton,900.96,19.0,46.74,6.3,125.28,2.15,3.52,19.32
West,Rice,647.22,35.67,80.39,5.04,133.19,3.59,1.17,30.08
South,Maize,1140.14,32.79,76.69,6.02,235.29,7.25,12.73,32.4
West,Cotton,1880.41,28.59,35.14,5.17,125.45,3.98,15.31,24.39
Central,Wheat,1245.7,36.45,33.24,6.37,245.1,7.89,13.84,34.45
East,Maize,513.25,31.35,47.33,4.63,206.7,4.87,4.32,21.86
West,Wheat,1584.13,38.47,61.04,5.33,189.3,3.67,7.05,40.94
South,Cotton,1564.4,25.18,33.86,5.69,55.32,5.67,3.13,24.35
South,Wheat,460.66,37.16,45.82,7.67,287.47,6.18,15.73,32.21
East,Maize,1392.51,17.98,56.23,4.97,160.55,9.09,4.36,18.17
South,Maize,1903.1,32.86,80.0,7.67,201.83,1.66,11.68,32.82
Central,Cotton,1736.25,18.57,85.82,5.98,81.19,4.48,10.53,24.97
West,Cotton,1921.35,23.16,66.85,5.14,108.06,5.86,17.83,22.07
South,Sugarcane,592.88,33.62,73.67,5.47,261.11,4.15,8.19,31.86
West,Maize,737.51,34.4,78.76,8.19,155.75,2.8,9.44,27.82
North,Sugarcane,742.33,25.34,72.65,6.75,237.59,1.99,12.47,27.29
West,Wheat,1861.74,16.57,54.38,7.44,234.31,8.98,15.31,25.54
East,Cotton,950.33,28.97,87.57,8.15,71.4,2.55,11.3,26.4
Central,Rice,1038.98,26.56,52.86,5.12,63.51,9.57,13.71,21.51
South,Wheat,1796.19,17.43,35.24,8.01,233.21,4.01,1.26,22.69
Central,Sugarcane,1409.59,29.73,77.83,7.7,186.62,7.97,0.57,26.15
West,Maize,1027.76,19.43,67.13,4.96,143.9,6.0,13.55,25.31
South,Cotton,516.61,26.65,77.97,7.58,287.07,3.01,14.38,26.03
Central,Cotton,464.07,15.43,79.13,8.39,259.68,7.84,15.9,18.53
East,Wheat,899.65,15.99,33.14,5.04,112.96,6.33,2.02,16.94
North,Wheat,869.29,29.72,76.28,6.2,57.77,9.58,3.91,20.25
North,Cotton,1459.17,29.04,61.04,4.8,293.86,7.3,4.15,31.29
East,Sugarcane,1114.21,30.91,76.05,7.19,160.61,1.84,13.65,28.46
North,Maize,1491.7,21.76,86.56,4.52,118.22,9.22,5.41,20.78
East,Cotton,931.29,35.66,85.5,8.05,74.0,1.44,13.89,27.17
West,Cotton,1867.03,24.42,70.84,8.47,55.33,1.47,12.84,19.41
East,Wheat,552.3,16.22,68.65,4.67,129.31,5.77,13.31,18.44
North,Maize,1199.03,35.53,38.51,5.87,240.86,7.41,0.68,31.57
West,Cotton,1859.14,35.49,54.72,5.08,138.47,8.87,5.48,30.4
East,Wheat,1493.79,18.11,60.28,4.6,147.83,1.71,11.65,20.9
East,Rice,520.33,15.68,76.6,7.96,232.27,5.03,12.69,16.78
West,Cotton,1771.08,36.25,79.13,6.95,60.65,7.27,8.82,26.27
South,Rice,775.34,31.11,76.24,7.8,189.09,4.07,10.38,31.03
North,Maize,1220.73,31.44,84.37,4.99,280.13,6.22,19.26,30.81
South,Maize,881.19,15.33,32.75,5.89,82.37,7.24,2.24,11.08
West,Cotton,1064.69,36.3,59.67,5.65,279.11,5.86,5.9,30.31
West,Sugarcane,1914.87,21.98,82.04,7.94,125.03,5.08,13.9,24.15
Central,Wheat,628.28,39.19,36.24,4.96,251.07,3.51,16.15,28.79
Central,Wheat,802.09,37.72,71.82,4.99,173.67,1.54,8.55,28.92
West,Sugarcane,934.21,30.63,48.53,8.11,200.7,9.49,10.92,24.87
Central,Rice,1463.29,23.73,71.29,5.31,102.43,1.6,6.31,18.07
East,Maize,1622.99,31.04,59.25,7.92,262.26,2.74,3.01,33.61
South,Cotton,1264.12,36.1,32.73,5.46,122.36,7.54,3.89,30.19
West,Wheat,1353.37,17.32,78.97,7.14,210.57,8.38,6.5,15.08
East,Wheat,1148.34,34.78,58.81,5.99,55.55,8.66,17.26,29.38
North,Cotton,871.84,39.68,35.7,7.13,110.61,3.82,12.76,26.17
North,Cotton,1331.98,26.39,60.71,6.73,193.96,7.72,13.24,23.92
Central,Wheat,918.67,20.15,61.39,5.06,203.79,2.7,16.11,18.11
Central,Wheat,1104.48,20.37,30.34,5.53,149.25,9.14,11.49,20.06
East,Wheat,1831.81,37.21,72.69,6.25,155.53,9.1,17.74,32.39
North,Cotton,1867.28,39.16,32.57,6.94,226.87,7.5,17.01,37.55
West,Rice,869.31,15.11,71.14,7.59,281.35,7.23,9.1,20.25
South,Wheat,1063.79,32.3,58.39,6.79,250.02,8.5,9.91,24.95
Central,Rice,1772.85,19.17,75.53,5.7,234.53,1.43,9.42,28.44
East,Wheat,1900.81,19.56,68.73,5.33,132.88,8.47,5.47,19.45
Central,Cotton,1998.89,38.01,40.23,6.4,134.51,8.64,13.66,35.45
East,Sugarcane,1053.09,33.28,60.46,5.81,292.78,5.93,7.38,32.22
North,Rice,1065.71,26.58,82.81,7.75,68.9,7.41,8.07,26.01
Central,Sugarcane,1294.71,38.52,31.11,5.16,220.02,2.95,5.91,32.56
East,Wheat,657.96,39.05,67.61,7.56,168.23,9.0,11.01,27.1
East,Wheat,1516.99,27.73,51.5,8.41,204.84,6.73,7.64,29.88
Central,Cotton,1679.81,39.39,89.84,7.24,182.23,8.97,7.28,32.33
South,Sugarcane,1717.07,32.29,52.07,5.86,119.18,6.51,17.73,32.18
West,Sugarcane,410.76,19.96,61.87,6.07,64.99,9.0,14.33,15.48
North,Wheat,1967.35,30.39,48.97,6.14,244.87,6.28,14.21,37.89
Central,Maize,1336.98,24.16,86.54,5.42,110.31,8.72,9.91,21.01
Central,Maize,414.72,36.2,65.98,7.18,224.58,9.58,5.33,31.13
South,Sugarcane,1466.04,32.27,54.58,6.54,158.47,2.49,14.55,36.35
North,Sugarcane,877.59,19.26,89.53,5.0,167.28,7.97,14.12,21.99
Central,Rice,762.75,24.19,84.93,5.43,267.93,9.02,8.05,25.87
South,Wheat,1991.03,25.82,65.9,7.87,123.0,4.76,17.52,24.31
West,Maize,445.19,23.68,35.08,8.5,207.38,8.0,1.65,17.09
East,Cotton,1791.57,33.18,55.6,7.84,146.07,3.05,5.97,31.47
West,Rice,1913.17,19.1,48.04,8.47,76.09,1.17,4.96,12.97
West,Maize,985.74,29.41,74.12,6.78,151.91,1.55,0.81,24.97
West,Wheat,1145.78,16.21,51.19,7.37,281.25,7.04,12.93,22.71
West,Wheat,1423.63,33.72,34.84,4.85,277.67,8.06,19.96,29.2
East,Wheat,437.11,26.86,43.62,7.56,254.33,5.42,8.72,20.68
North,Maize,1446.36,26.77,79.39,7.82,102.71,8.07,12.22,23.59
North,Wheat,582.28,35.86,87.24,7.01,102.48,9.79,18.21,25.7
South,Cotton,417.37,35.9,65.92,8.43,275.46,9.1,3.86,33.37
South,Wheat,496.78,20.79,37.78,4.77,136.51,8.24,18.3,24.43
Central,Rice,749.76,31.19,44.07,5.08,281.81,3.71,12.43,29.99
West,Cotton,1048.16,25.53,48.63,7.4,257.84,7.01,0.62,24.14
West,Rice,1810.69,17.71,57.41,6.6,293.9,6.64,10.75,25.66
East,Rice,1123.67,31.63,72.87,4.63,261.29,7.53,9.96,31.02
West,Sugarcane,1022.88,38.47,39.73,6.01,283.71,7.79,18.23,34.16
East,Sugarcane,729.87,25.36,57.83,4.91,152.68,8.69,10.04,25.38
Central,Wheat,1997.67,34.19,69.53,6.06,253.2,4.73,2.26,30.85
South,Cotton,1466.75,27.62,67.9,5.48,124.42,5.31,16.88,21.38
South,Maize,1124.05,25.69,70.63,7.54,53.72,8.65,19.77,16.48
Central,Sugarcane,916.27,32.29,32.51,7.32,114.29,1.31,19.52,26.43
Central,Cotton,1158.94,31.04,52.13,6.11,218.46,6.94,5.04,30.67
West,Sugarcane,1608.6,20.22,67.23,5.41,206.38,1.51,10.4,22.32
South,Cotton,919.94,32.85,59.45,5.61,123.07,2.75,3.71,21.78
North,Wheat,839.26,32.92,84.16,5.03,130.53,8.3,6.48,28.34
Central,Rice,760.18,32.05,75.99,5.61,246.39,8.04,1.74,31.65
South,Sugarcane,1007.43,34.23,53.54,6.41,204.74,7.97,2.56,25.3
South,Rice,449.27,30.96,68.58,7.61,210.65,7.17,8.57,22.01
East,Rice,1593.52,16.51,39.65,5.22,134.21,5.21,2.23,12.71
South,Maize,1926.57,29.28,38.08,6.05,216.45,3.38,17.92,29.5
Central,Maize,1848.44,32.07,30.9,5.92,176.4,1.03,14.58,33.1
West,Wheat,1626.37,21.91,80.61,4.78,214.08,1.48,3.96,28.09
South,Cotton,1516.12,34.71,44.48,4.57,236.55,4.64,19.63,33.92
North,Wheat,878.73,36.63,82.98,7.0,59.85,4.96,1.58,26.09
Central,Cotton,573.34,30.63,35.16,8.23,149.43,6.63,5.18,23.84
West,Maize,1107.77,20.1,33.79,7.71,249.0,3.58,2.89,22.38
West,Wheat,1750.05,24.51,42.72,8.05,196.67,5.41,16.55,25.96
Central,Cotton,1267.26,27.33,77.47,6.61,85.16,9.88,18.91,22.74
West,Maize,1538.09,35.82,54.8,7.7,139.32,2.53,17.74,25.97
North,Cotton,1871.94,31.38,87.69,7.6,68.61,3.87,15.32,26.07
South,Wheat,1489.74,23.29,68.31,7.39,194.56,9.98,15.05,22.67
Central,Sugarcane,509.31,23.31,76.17,4.62,172.17,8.91,19.2,19.6
South,Sugarcane,548.97,25.81,57.87,5.7,70.1,2.92,16.53,17.88
South,Wheat,529.63,35.37,85.46,8.4,134.39,5.93,4.87,21.15
West,Rice,972.33,31.88,30.53,7.99,297.7,8.17,18.63,34.46
Central,Sugarcane,860.19,30.52,80.9,5.71,287.08,2.95,18.03,30.97
South,Sugarcane,575.48,30.15,47.18,6.13,107.13,1.69,4.11,18.52
East,Sugarcane,1026.82,33.11,85.04,7.7,209.37,8.13,8.44,22.16
North,Rice,709.89,17.26,88.4,5.66,299.64,1.27,14.82,20.82
West,Maize,1017.19,39.85,69.3,8.33,280.97,5.01,15.96,28.67
Central,Maize,1110.96,15.93,51.59,5.74,244.91,6.1,12.09,26.09
Central,Rice,408.03,22.55,32.46,5.14,224.43,1.21,2.62,20.78
West,Rice,1515.17,19.47,56.89,7.26,264.64,6.18,7.85,28.18
South,Wheat,994.76,16.47,73.53,6.83,175.58,1.99,15.27,18.09
West,Wheat,1643.63,33.95,66.67,5.39,289.48,8.51,4.9,32.64
Central,Wheat,583.32,39.29,87.75,4.84,155.12,3.91,19.54,36.27
East,Maize,864.89,18.31,79.63,5.16,173.05,7.23,11.73,16.99
South,Cotton,831.08,39.48,36.44,4.97,241.93,8.15,13.58,31.35
West,Sugarcane,416.02,24.53,44.7,6.83,233.6,7.84,12.7,22.18
Central,Wheat,1167.37,20.16,82.66,5.56,217.65,6.13,16.26,24.01
Central,Sugarcane,1941.85,31.79,36.43,7.1,228.74,7.57,13.23,31.94
Central,Rice,422.14,35.24,74.55,6.95,60.27,7.6,16.14,26.51
East,Maize,1394.34,39.14,42.1,7.58,112.18,7.6,18.35,26.92
South,Wheat,1770.75,25.28,48.13,7.98,262.86,9.77,10.51,30.07
West,Cotton,1668.33,39.23,50.37,7.35,280.65,5.81,5.3,40.22
South,Maize,859.91,16.94,75.8,4.52,235.79,6.78,12.04,19.71
Central,Rice,680.12,31.4,66.41,8.18,113.85,8.8,14.03,22.7
East,Sugarcane,742.9,31.58,65.24,5.86,50.63,6.59,4.72,25.85
East,Maize,954.35,24.56,45.57,4.87,107.36,5.16,13.91,20.43
Central,Sugarcane,565.25,33.9,37.16,8.44,144.23,7.72,17.68,23.86
South,Wheat,837.18,23.18,45.54,4.88,265.61,4.15,16.24,26.42
South,Rice,766.1,29.11,86.17,5.49,248.06,7.35,6.62,29.01
East,Cotton,1954.8,16.17,59.94,6.91,193.25,4.01,7.67,23.42
North,Maize,1472.74,26.19,30.76,5.24,267.3,1.59,14.49,28.8
East,Sugarcane,1402.74,26.1,66.22,5.07,99.06,4.59,19.82,22.69
East,Rice,1814.99,32.38,89.21,5.34,144.16,6.8,3.64,29.88
West,Rice,681.33,26.8,86.21,5.96,225.89,9.7,6.11,27.74
East,Wheat,514.83,26.98,53.94,6.86,289.86,5.41,0.71,22.4
North,Maize,1804.99,38.02,55.97,6.7,276.24,3.69,7.41,31.69
East,Wheat,963.63,35.81,88.39,5.48,222.42,3.05,17.85,32.91
South,Wheat,1015.88,26.28,34.5,5.22,108.25,7.29,19.24,20.61
West,Wheat,448.96,18.39,50.31,7.56,91.65,6.9,13.62,18.36
West,Rice,424.12,23.12,69.6,7.13,60.76,9.53,13.84,16.71
East,Sugarcane,1518.03,30.72,48.74,6.92,175.44,4.84,8.9,26.93
West,Sugarcane,1430.78,17.54,33.5,4.67,173.24,3.25,3.6,17.2
West,Cotton,852.88,20.5,35.5,5.85,120.6,3.34,14.57,19.41
East,Cotton,742.02,27.81,67.07,6.09,60.97,1.77,12.42,16.44
North,Sugarcane,1677.46,19.87,68.58,6.74,185.02,2.05,11.46,18.74
East,Wheat,529.94,24.32,38.34,4.66,260.4,2.98,15.93,27.79
South,Rice,1403.8,18.82,71.73,4.64,291.06,7.06,0.71,25.73
Central,Wheat,561.26,32.67,73.12,6.05,263.73,9.86,12.33,28.36
North,Wheat,1965.41,36.54,72.94,5.21,177.79,4.7,12.1,31.83
East,Wheat,1973.09,15.94,85.13,7.67,52.87,1.51,18.74,19.55
North,Maize,837.03,24.24,62.36,7.39,168.57,4.75,17.85,21.32
Central,Maize,1418.23,35.13,64.79,4.53,162.75,7.49,4.23,31.36
West,Wheat,426.33,22.48,47.81,8.08,155.53,6.65,16.93,19.21
West,Cotton,929.46,34.18,36.95,5.39,203.96,2.07,2.71,27.6
Central,Cotton,779.72,28.12,45.55,4.95,275.12,5.27,15.25,23.39
West,Sugarcane,868.77,22.84,52.56,7.44,267.74,1.14,6.9,24.76
North,Rice,1059.12,16.8,50.52,6.31,57.32,6.75,10.03,18.14
West,Maize,1066.39,31.62,61.8,7.39,91.24,6.17,11.46,23.07
Central,Wheat,1027.7,25.91,74.05,7.18,234.4,9.8,13.76,21.81
Central,Maize,1715.98,25.13,48.57,5.04,99.63,7.24,2.91,29.41
Central,Sugarcane,489.28,29.8,88.77,5.33,260.42,8.28,17.17,22.18
South,Cotton,918.6,24.82,30.73,7.1,287.52,2.57,15.07,24.2
North,Cotton,439.09,31.01,74.05,6.5,278.81,2.27,8.93,24.0
Central,Rice,529.13,34.92,30.36,7.09,80.16,9.57,3.52,32.09
North,Rice,1666.54,32.93,61.8,6.84,56.21,3.28,1.08,23.74
South,Sugarcane,664.16,27.19,89.48,7.24,230.11,4.39,13.7,16.7
North,Rice,954.58,26.54,45.41,6.13,262.49,6.17,4.86,25.71
East,Sugarcane,1737.43,29.67,83.18,8.09,92.91,2.15,12.58,28.44
South,Maize,1526.68,15.27,89.91,5.25,144.52,3.58,6.88,21.77
South,Wheat,723.03,29.55,87.59,7.43,113.77,6.41,1.78,22.87
West,Cotton,1986.5,34.87,56.92,7.1,150.48,5.94,10.49,32.23
Central,Wheat,828.17,35.43,84.93,7.12,236.6,1.45,6.4,33.66
South,Maize,855.9,25.07,78.24,5.51,60.12,3.94,16.28,16.52
North,Rice,1443.0,23.48,56.61,8.47,109.63,7.8,13.47,16.94
East,Cotton,1537.97,26.21,71.68,7.79,263.43,4.25,11.14,25.92
North,Rice,1335.52,19.24,42.52,5.16,129.33,2.76,19.47,12.46
North,Wheat,659.63,35.36,51.24,6.27,274.31,2.35,13.44,31.97
East,Rice,521.32,15.31,63.99,5.93,120.5,1.4,18.73,14.41
West,Sugarcane,1892.74,21.06,54.03,7.47,97.13,3.25,16.31,20.71
Central,Wheat,956.71,26.43,46.29,8.26,58.89,1.84,17.2,22.98
